parameter,snr,D_true,Dstar_true,f_true,crlb_unbiased_sd,bayes_floor_sd,npe_claimed_sd,npe_achieved_sd,claimed_below_unbiased,claimed_below_bayes
D,50.0,0.8571428571428571,72.85714285714286,0.08142857142857143,0.047292927498995635,0.041473530372248324,0.18801133,0.059013635,0,0
Dstar,50.0,0.8571428571428571,72.85714285714286,0.08142857142857143,251.2400107239932,69.97430626350544,29.580954,10.968247,1,1
f,50.0,0.8571428571428571,72.85714285714286,0.08142857142857143,0.02006540771516107,0.015454010496896682,0.097732,0.03317852,0,0
D,50.0,0.8571428571428571,72.85714285714286,0.14285714285714285,0.05068225396975698,0.04536275106694035,0.20311962,0.07126971,0,0
Dstar,50.0,0.8571428571428571,72.85714285714286,0.14285714285714285,143.20680611267622,64.93642167928505,41.865173,12.152938,1,1
f,50.0,0.8571428571428571,72.85714285714286,0.14285714285714285,0.02006540771516107,0.01617289508217271,0.07803591,0.023359105,0,0
D,50.0,0.8571428571428571,72.85714285714286,0.20428571428571426,0.05459488757963053,0.049925991354671254,0.28182957,0.12313604,0,0
Dstar,50.0,0.8571428571428571,72.85714285714286,0.20428571428571426,100.14461965921411,58.915289773053765,34.67728,15.201151,1,1
f,50.0,0.8571428571428571,72.85714285714286,0.20428571428571426,0.020065407715161077,0.016926563705386664,0.081410386,0.030685026,0,0
D,50.0,0.8571428571428571,72.85714285714286,0.26571428571428574,0.05916216416703152,0.055116291045193846,0.28544676,0.20378263,0,0
Dstar,50.0,0.8571428571428571,72.85714285714286,0.26571428571428574,76.99290651219147,52.9194857177524,39.26459,14.6774235,1,1
f,50.0,0.8571428571428571,72.85714285714286,0.26571428571428574,0.02006540771516107,0.017576671917018328,0.077224344,0.036959987,0,0
D,50.0,0.8571428571428571,72.85714285714286,0.3271428571428572,0.06456338085319366,0.06103840233108258,0.08437258,0.29323402,0,0
Dstar,50.0,0.8571428571428571,72.85714285714286,0.3271428571428572,62.53572319330837,47.452733308795345,35.010338,20.948296,1,1
f,50.0,0.8571428571428571,72.85714285714286,0.3271428571428572,0.020065407715161077,0.01809129089665756,0.027526764,0.045343664,0,0
D,50.0,0.8571428571428571,72.85714285714286,0.38857142857142857,0.07104988874265002,0.06792994161840128,0.07335433,0.09815338,0,0
Dstar,50.0,0.8571428571428571,72.85714285714286,0.38857142857142857,52.64956107083684,42.67342100386908,31.071787,15.748436,1,1
f,50.0,0.8571428571428571,72.85714285714286,0.38857142857142857,0.020065407715161073,0.018485235329575574,0.020685256,0.023045646,0,0
D,50.0,0.8571428571428571,72.85714285714286,0.45,0.07898533086195897,0.07616377045846119,0.07972883,0.09851981,0,0
Dstar,50.0,0.8571428571428571,72.85714285714286,0.45,45.46247813100832,38.5695190622306,32.50815,13.930596,1,1
f,50.0,0.8571428571428571,72.85714285714286,0.45,0.020065407715161073,0.018784494546780287,0.01828537,0.01760255,0,0
D,50.0,0.8571428571428571,88.57142857142857,0.02,0.04390960920383635,0.03826345422465212,0.15391034,0.029181994,0,0
Dstar,50.0,0.8571428571428571,88.57142857142857,0.02,2221.475610458697,88.5011131724562,21.214088,8.721611,1,1
f,50.0,0.8571428571428571,88.57142857142857,0.02,0.0197062640613371,0.014905795463683811,0.091280185,0.013264603,0,0
D,50.0,0.8571428571428571,88.57142857142857,0.08142857142857143,0.04684602163892961,0.04097803714392098,0.18930314,0.058629863,0,0
Dstar,50.0,0.8571428571428571,88.57142857142857,0.08142857142857143,545.625588533715,87.42702193961848,31.065779,11.603992,1,1
f,50.0,0.8571428571428571,88.57142857142857,0.08142857142857143,0.019706264061337103,0.015039658041671669,0.095449924,0.031241814,0,0
D,50.0,0.8571428571428571,88.57142857142857,0.14285714285714285,0.050203319856386194,0.04425477500899751,0.19130078,0.076393664,0,0
Dstar,50.0,0.8571428571428571,88.57142857142857,0.14285714285714285,311.00658546421755,85.18432624799269,38.63623,12.4052725,1,1
f,50.0,0.8571428571428571,88.57142857142857,0.14285714285714285,0.01970626406133709,0.015310238289256815,0.071978755,0.029548446,0,0
D,50.0,0.8571428571428571,88.57142857142857,0.20428571428571426,0.05407898009664585,0.048165737211319004,0.27733374,0.12805843,0,0
Dstar,50.0,0.8571428571428571,88.57142857142857,0.20428571428571426,217.4871227022501,82.02986082065235,36.075294,16.533434,1,1
f,50.0,0.8571428571428571,88.57142857142857,0.20428571428571426,0.0197062640613371,0.015671405278568105,0.079784,0.026478617,0,0
D,50.0,0.8571428571428571,88.57142857142857,0.26571428571428574,0.058603097108622035,0.052801036146421385,0.277056,0.18673666,0,0
Dstar,50.0,0.8571428571428571,88.57142857142857,0.26571428571428574,167.2078416474288,78.26874967958832,38.667152,15.173391,1,1
f,50.0,0.8571428571428571,88.57142857142857,0.26571428571428574,0.019706264061337093,0.01607428440485231,0.07333745,0.034971558,0,0
D,50.0,0.8571428571428571,88.57142857142857,0.3271428571428572,0.06395327370240284,0.05829584041995859,0.08399116,0.2153476,0,0
Dstar,50.0,0.8571428571428571,88.57142857142857,0.3271428571428572,135.81073601057537,74.18856474874272,35.200985,20.591728,1,1
f,50.0,0.8571428571428571,88.57142857142857,0.3271428571428572,0.0197062640613371,0.016479642026879963,0.026102772,0.038691677,0,0
D,50.0,0.8571428571428571,88.57142857142857,0.38857142857142857,0.07037848577998068,0.06486159499534999,0.07499787,0.07448314,0,0
Dstar,50.0,0.8571428571428571,88.57142857142857,0.38857142857142857,114.34065642066821,70.02081385948365,31.114086,15.125599,1,1
f,50.0,0.8571428571428571,88.57142857142857,0.38857142857142857,0.019706264061337093,0.01686204503135123,0.019580225,0.018517407,0,0
D,50.0,0.8571428571428571,88.57142857142857,0.45,0.07823894003592657,0.07282753486156156,0.078292914,0.09606181,0,0
Dstar,50.0,0.8571428571428571,88.57142857142857,0.45,98.73224935371987,65.93003171809883,31.267105,14.054559,1,1
f,50.0,0.8571428571428571,88.57142857142857,0.45,0.019706264061337096,0.0172083231474432,0.017851092,0.013428124,0,0
D,50.0,0.8571428571428571,104.28571428571429,0.02,0.04372302990003021,0.03820027521803466,0.16399278,0.028881729,0,0
Dstar,50.0,0.8571428571428571,104.28571428571429,0.02,4850.042425641459,104.26161507446868,22.029709,5.8036423,1,1
f,50.0,0.8571428571428571,104.28571428571429,0.02,0.019545938731457664,0.014852677248691236,0.09555466,0.0130711375,0,0
D,50.0,0.8571428571428571,104.28571428571429,0.08142857142857143,0.046646965025537675,0.04080001021774252,0.18096055,0.060832433,0,0
Dstar,50.0,0.8571428571428571,104.28571428571429,0.08142857142857143,1191.2384905084286,103.88837688191683,29.421112,7.9316416,1,1
f,50.0,0.8571428571428571,104.28571428571429,0.08142857142857143,0.019545938731457668,0.014891467965746547,0.09158695,0.035542805,0,0
D,50.0,0.8571428571428571,104.28571428571429,0.14285714285714285,0.049989997519034525,0.04382835585238287,0.20483035,0.06903258,0,0
Dstar,50.0,0.8571428571428571,104.28571428571429,0.14285714285714285,679.0059395898044,103.0770773698323,40.232426,12.258397,1,1
f,50.0,0.8571428571428571,104.28571428571429,0.14285714285714285,0.019545938731457664,0.014974963369126288,0.07486893,0.024857763,0,0
D,50.0,0.8571428571428571,104.28571428571429,0.20428571428571426,0.05384918942804442,0.04737861616986466,0.27758995,0.13821734,0,0
Dstar,50.0,0.8571428571428571,104.28571428571429,0.20428571428571426,474.82932838447874,101.85801518115446,35.077568,17.426954,1,1
f,50.0,0.8571428571428571,104.28571428571429,0.20428571428571426,0.019545938731457674,0.015098338578542607,0.08058061,0.031551216,0,0
D,50.0,0.8571428571428571,104.28571428571429,0.26571428571428574,0.05835408270704422,0.05157278951639883,0.27664825,0.18135647,0,0
Dstar,50.0,0.8571428571428571,104.28571428571429,0.26571428571428574,365.056956768712,100.27439234988394,39.22965,17.146723,1,1
f,50.0,0.8571428571428571,104.28571428571429,0.26571428571428574,0.019545938731457668,0.015254959093113253,0.07509142,0.03779255,0,0
D,50.0,0.8571428571428571,104.28571428571429,0.3271428571428572,0.06368152550195484,0.056575806664551004,0.08476069,0.23367517,0,0
Dstar,50.0,0.8571428571428571,104.28571428571429,0.3271428571428572,296.5091439256787,98.37832473896464,34.821575,20.37037,1,1
f,50.0,0.8571428571428571,104.28571428571429,0.3271428571428572,0.019545938731457668,0.01543721745632024,0.027771948,0.0457601,0,0
D,50.0,0.8571428571428571,104.28571428571429,0.38857142857142857,0.07007943577434751,0.06261836350479422,0.07315243,0.06386669,0,0
Dstar,50.0,0.8571428571428571,104.28571428571429,0.38857142857142857,249.6345366138987,96.22656346166093,31.002455,15.766958,1,1
f,50.0,0.8571428571428571,104.28571428571429,0.38857142857142857,0.01954593873145767,0.015637346268174934,0.018870018,0.01587157,0,0
D,50.0,0.8571428571428571,104.28571428571429,0.45,0.07790648964005382,0.07003484253304049,0.083396114,0.08944423,0,0
Dstar,50.0,0.8571428571428571,104.28571428571429,0.45,215.55744113962047,93.87652901571006,31.665627,15.554518,1,1
f,50.0,0.8571428571428571,104.28571428571429,0.45,0.019545938731457668,0.01584807354058902,0.017200442,0.014333278,1,0
D,50.0,0.8571428571428571,120.0,0.02,0.043638900938251506,0.03817287067542553,0.16132826,0.026261687,0,0
Dstar,50.0,0.8571428571428571,120.0,0.02,10616.58390369988,119.99233516980061,21.918564,5.1423535,1,1
f,50.0,0.8571428571428571,120.0,0.02,0.01947357005782353,0.014829737186895203,0.093818896,0.012552827,0,0
D,50.0,0.8571428571428571,120.0,0.08142857142857143,0.046557210021213886,0.040738052099594343,0.18454862,0.055107914,0,0
Dstar,50.0,0.8571428571428571,120.0,0.08142857142857143,2607.5820114350586,119.87313300761593,31.159916,9.93256,1,1
f,50.0,0.8571428571428571,120.0,0.08142857142857143,0.019473570057823533,0.01484039916742086,0.094473034,0.031220218,0,0
D,50.0,0.8571428571428571,120.0,0.14285714285714285,0.049893810072734204,0.04368681488385036,0.19682072,0.06526792,0,0
Dstar,50.0,0.8571428571428571,120.0,0.14285714285714285,1486.3217465179835,119.61080142914615,40.25571,11.54996,1,1
f,50.0,0.8571428571428571,120.0,0.14285714285714285,0.01947357005782353,0.01486379910429972,0.07230559,0.025698565,0,0
D,50.0,0.8571428571428571,120.0,0.20428571428571426,0.053745576379965056,0.04710751414387704,0.2742169,0.14890972,0,0
Dstar,50.0,0.8571428571428571,120.0,0.20428571428571426,1039.3858367258626,119.20814655921221,36.180393,15.990997,1,1
f,50.0,0.8571428571428571,120.0,0.20428571428571426,0.01947357005782354,0.014899544950000636,0.080780335,0.03491365,0,0
D,50.0,0.8571428571428571,120.0,0.26571428571428574,0.05824180164132401,0.05111780940242228,0.27761266,0.2153979,0,0
Dstar,50.0,0.8571428571428571,120.0,0.26571428571428574,799.0977131817114,118.66941220547348,39.78323,19.30842,1,1
f,50.0,0.8571428571428571,120.0,0.26571428571428574,0.019473570057823533,0.01494704990563499,0.07820651,0.03985902,0,0
D,50.0,0.8571428571428571,120.0,0.3271428571428572,0.06355899372322833,0.055878072988804754,0.082412176,0.17919686,0,0
Dstar,50.0,0.8571428571428571,120.0,0.3271428571428572,649.0487976061063,118.0001578207877,34.210728,19.090078,1,1
f,50.0,0.8571428571428571,120.0,0.3271428571428572,0.01947357005782354,0.015005556469420122,0.025215415,0.034613557,0,0
D,50.0,0.8571428571428571,120.0,0.38857142857142857,0.0699445935599078,0.06161288972718057,0.071229756,0.10381021,0,0
Dstar,50.0,0.8571428571428571,120.0,0.38857142857142857,546.4418185727881,117.20710368095155,30.936083,15.021203,1,1
f,50.0,0.8571428571428571,120.0,0.38857142857142857,0.019473570057823537,0.015074166134488722,0.018385429,0.019488214,0,0
D,50.0,0.8571428571428571,120.0,0.45,0.07775658712633907,0.06864697071656364,0.080258034,0.07843402,0,0
Dstar,50.0,0.8571428571428571,120.0,0.45,471.84817349777245,116.29795146037087,31.110739,11.705184,1,1
f,50.0,0.8571428571428571,120.0,0.45,0.019473570057823537,0.015151872611581973,0.017013006,0.013018859,1,0
D,50.0,1.1142857142857143,10.0,0.02,0.1103960912696693,0.06446080796967246,0.1962267,0.085821345,0,0
Dstar,50.0,1.1142857142857143,10.0,0.02,46.97404353256633,9.780825161512643,35.71684,8.713686,1,0
f,50.0,1.1142857142857143,10.0,0.02,0.0717894625062031,0.032229991667841004,0.07457895,0.02830236,0,0
D,50.0,1.1142857142857143,10.0,0.08142857142857143,0.11777872256764116,0.0917320089823418,0.20267479,0.06909378,0,0
Dstar,50.0,1.1142857142857143,10.0,0.08142857142857143,11.537484376419808,7.556616301685881,37.63536,6.3120623,0,0
f,50.0,1.1142857142857143,10.0,0.08142857142857143,0.07178946250620322,0.05193744571020462,0.09747177,0.034052555,0,0
D,50.0,1.1142857142857143,10.0,0.14285714285714285,0.12621953101832217,0.11232866308543143,0.2226138,0.06503249,0,0
Dstar,50.0,1.1142857142857143,10.0,0.14285714285714285,6.5763660945592965,5.494659720710246,31.24982,6.3745146,0,0
f,50.0,1.1142857142857143,10.0,0.14285714285714285,0.07178946250620326,0.06208918061593933,0.106133886,0.02854301,0,0
D,50.0,1.1142857142857143,10.0,0.20428571428571426,0.13596358817054435,0.12752574833123445,0.23350568,0.06447979,0,0
Dstar,50.0,1.1142857142857143,10.0,0.20428571428571426,4.598857408782719,4.178199280772824,33.63156,7.5899,0,0
f,50.0,1.1142857142857143,10.0,0.20428571428571426,0.07178946250620315,0.06635366762255998,0.105579294,0.021445958,0,0
D,50.0,1.1142857142857143,10.0,0.26571428571428574,0.14733797395134912,0.1415861455514386,0.22655867,0.051294357,0,0
Dstar,50.0,1.1142857142857143,10.0,0.26571428571428574,3.5356806959996265,3.3334563502618777,33.09648,7.197134,0,0
f,50.0,1.1142857142857143,10.0,0.26571428571428574,0.07178946250620337,0.06837948281393748,0.099910416,0.015514401,0,0
D,50.0,1.1142857142857143,10.0,0.3271428571428572,0.16078921148830805,0.15651262998317955,0.19931535,0.058676604,0,0
Dstar,50.0,1.1142857142857143,10.0,0.3271428571428572,2.8717755871437904,2.7602115838133425,30.739683,8.598865,0,0
f,50.0,1.1142857142857143,10.0,0.3271428571428572,0.07178946250620304,0.06946949010001403,0.0829605,0.019488567,0,0
D,50.0,1.1142857142857143,10.0,0.38857142857142857,0.17694326778269423,0.17354445588657794,0.19394933,0.060743768,0,0
Dstar,50.0,1.1142857142857143,10.0,0.38857142857142857,2.417781652411501,2.350068564681884,28.360252,11.057718,0,0
f,50.0,1.1142857142857143,10.0,0.38857142857142857,0.07178946250620308,0.07011537592282145,0.07627863,0.023286212,0,0
D,50.0,1.1142857142857143,10.0,0.45,0.1967057626259568,0.19385514720603833,0.2448065,0.112635665,0,0
Dstar,50.0,1.1142857142857143,10.0,0.45,2.087735268114063,2.043672144365457,36.10727,13.69261,0,0
f,50.0,1.1142857142857143,10.0,0.45,0.07178946250620331,0.07052710888162966,0.08074533,0.022897333,0,0
D,50.0,1.1142857142857143,25.71428571428572,0.02,0.06354271899210623,0.049518144223758574,0.20881632,0.054540385,0,0
Dstar,50.0,1.1142857142857143,25.71428571428572,0.02,106.5898332072678,24.997164087383638,36.463715,8.062334,1,0
f,50.0,1.1142857142857143,25.71428571428572,0.02,0.031028020894010473,0.01948268821222955,0.085493356,0.027943414,0,0
D,50.0,1.1142857142857143,25.71428571428572,0.08142857142857143,0.06779207656078523,0.06019727457638234,0.21072656,0.07447584,0,0
Dstar,50.0,1.1142857142857143,25.71428571428572,0.08142857142857143,26.179959033364046,18.34517018471731,25.261604,6.9299464,0,0
f,50.0,1.1142857142857143,25.71428571428572,0.08142857142857143,0.031028020894010508,0.02546860146139667,0.11087764,0.03724982,0,0
D,50.0,1.1142857142857143,25.71428571428572,0.14285714285714285,0.07265050871430816,0.06874238527521677,0.22131033,0.06353088,0,0
Dstar,50.0,1.1142857142857143,25.71428571428572,0.14285714285714285,14.922576649017502,12.90668777670689,26.920729,5.435999,0,0
f,50.0,1.1142857142857143,25.71428571428572,0.14285714285714285,0.0310280208940105,0.028412517366011792,0.10660639,0.020900065,0,0
D,50.0,1.1142857142857143,25.71428571428572,0.20428571428571426,0.07825907581433551,0.07592494991905811,0.21869914,0.05907481,0,0
Dstar,50.0,1.1142857142857143,25.71428571428572,0.20428571428571426,10.435368286026225,9.669469543013244,32.087025,7.3629932,0,0
f,50.0,1.1142857142857143,25.71428571428572,0.20428571428571426,0.03102802089401049,0.029588483853275227,0.09641357,0.017968616,0,0
D,50.0,1.1142857142857143,25.71428571428572,0.26571428571428574,0.08480604130074886,0.08322819987507761,0.22100444,0.06637985,0,0
Dstar,50.0,1.1142857142857143,25.71428571428572,0.26571428571428574,8.022890671514785,7.658775095417507,34.046547,9.572209,0,0
f,50.0,1.1142857142857143,25.71428571428572,0.26571428571428574,0.031028020894010504,0.0301329599097431,0.08687604,0.014754337,0,0
D,50.0,1.1142857142857143,25.71428571428572,0.3271428571428572,0.09254841874434167,0.09138063613101215,0.33486617,0.15087216,0,0
Dstar,50.0,1.1142857142857143,25.71428571428572,0.3271428571428572,6.516409017038208,6.316735687242833,41.042095,13.288369,0,0
f,50.0,1.1142857142857143,25.71428571428572,0.3271428571428572,0.0310280208940105,0.03042202224912696,0.101702236,0.022524323,0,0
D,50.0,1.1142857142857143,25.71428571428572,0.38857142857142857,0.10184650754342264,0.10092095626743734,0.3877239,0.28871778,0,0
Dstar,50.0,1.1142857142857143,25.71428571428572,0.38857142857142857,5.486241415079964,5.365482358776371,36.23225,10.235045,0,0
f,50.0,1.1142857142857143,25.71428571428572,0.38857142857142857,0.03102802089401049,0.03059200319974513,0.09432632,0.057224337,0,0
D,50.0,1.1142857142857143,25.71428571428572,0.45,0.11322157202229836,0.11244666811623928,0.14909253,0.37469184,0,0
Dstar,50.0,1.1142857142857143,25.71428571428572,0.45,4.737325920323012,4.658922663429568,26.183819,13.285951,0,0
f,50.0,1.1142857142857143,25.71428571428572,0.45,0.03102802089401047,0.030699851458493136,0.043379214,0.07265166,0,0
D,50.0,1.1142857142857143,41.42857142857143,0.02,0.05586174969645645,0.0465075337567203,0.20665096,0.08125627,0,0
Dstar,50.0,1.1142857142857143,41.42857142857143,0.02,229.26160700203678,40.768293079213066,32.689663,7.0796785,1,1
f,50.0,1.1142857142857143,41.42857142857143,0.02,0.02467790587475227,0.016974671374393055,0.086095914,0.030538844,0,0
D,50.0,1.1142857142857143,41.42857142857143,0.08142857142857143,0.05959744990943882,0.05311876069794185,0.21270579,0.085901916,0,0
Dstar,50.0,1.1142857142857143,41.42857142857143,0.08142857142857143,56.309868386465205,33.37010872970097,29.82849,7.007587,1,1
f,50.0,1.1142857142857143,41.42857142857143,0.08142857142857143,0.024677905874752295,0.019850073334176373,0.11329676,0.03411704,0,0
D,50.0,1.1142857142857143,41.42857142857143,0.14285714285714285,0.06386860048628192,0.059952824509481646,0.22998452,0.0727195,0,0
Dstar,50.0,1.1142857142857143,41.42857142857143,0.14285714285714285,32.09662498028516,25.372774137596352,34.978027,6.86874,0,0
f,50.0,1.1142857142857143,41.42857142857143,0.14285714285714285,0.024677905874752288,0.022016305802481814,0.10585212,0.023719374,0,0
D,50.0,1.1142857142857143,41.42857142857143,0.20428571428571426,0.06879921057768248,0.06627947792687743,0.23742022,0.061477307,0,0
Dstar,50.0,1.1142857142857143,41.42857142857143,0.20428571428571426,22.445192293905716,19.73493635141516,36.08045,9.044679,0,0
f,50.0,1.1142857142857143,41.42857142857143,0.20428571428571426,0.024677905874752288,0.023104377791477,0.09749884,0.017872054,0,0
